phi,theta,m2,information
0.0,0.6239552075879728,0.27517056124408845,0.19992006398525236
0.0,0.6283185307179586,0.27387287570313157,0.20006584001781327
0.0,0.6326818538479445,0.272605994463876,0.20020807368377053
0.0,0.6370451769779303,0.27137030343061974,0.2003467276887242
0.0,0.6414085001079161,0.27016617900682205,0.20048176574032328
0.0,0.6457718232379019,0.26899398798044677,0.20061315255281098
0.0,0.6501351463678877,0.26785408741223593,0.20074085385138332
0.0,0.6544984694978736,0.26674682452694515,0.20086483637636585
0.0,0.6588617926278594,0.26567253660757556,0.200985067887212
0.0,0.6632251157578453,0.2646315508926341,0.20110151716632868
0.0,0.667588438887831,0.2636241844764541,0.20121415402273266
0.0,0.6719517620178169,0.2626507442126042,0.20132294929554181
0.0,0.6763150851478027,0.26171152662041886,0.20142787485730607
0.0,0.6806784082777885,0.26080681779467496,0.20152890361718134
0.0,0.6850417314077744,0.25993689331844494,0.20162600952395043
0.0,0.6894050545377601,0.25910201817915157,0.20171916756889485
0.0,0.693768377667746,0.25830244668784974,0.20180835378852086
0.0,0.6981317007977318,0.25753842240176145,0.20189354526714334
0.0,0.7024950239277177,0.2568101780500854,0.2019747201393311
0.0,0.7068583470577035,0.2561179354631058,0.20205185759221617
0.0,0.7112216701876893,0.25546190550462056,0.20212493786767086
0.0,0.7155849933176751,0.25484228800771014,0.202193942264355
0.0,0.7199483164476609,0.2542592717138664,0.20225885313963665
0.0,0.7243116395776468,0.25371303421550034,0.2023196539113883
0.0,0.7286749627076325,0.25320374190184564,0.20237632905966166
0.0,0.7330382858376184,0.2527315499082743,0.20242886412824318
0.0,0.7374016089676042,0.25229660206904203,0.20247724572609244
0.0,0.7417649320975901,0.25189903087347404,0.2025214615286658
0.0,0.7461282552275759,0.25153895742560783,0.20256150027912656
0.0,0.7504915783575618,0.25121649140730373,0.2025973517894445
0.0,0.7548549014875475,0.2509317310448348,0.20262900694138514
0.0,0.7592182246175333,0.25068476307896587,0.20265645768739138
0.0,0.7635815477475192,0.2504756627385319,0.20267969705135808
0.0,0.767944870877505,0.250304493717522,0.20269871912930099
0.0,0.7723081940074908,0.2501713081556783,0.20271351908992108
0.0,0.7766715171374766,0.2500761466226131,0.20272409317506498
0.0,0.7810348402674625,0.2500190381054512,0.20273043870008267
0.0,0.7853981633974483,0.2500000000000001,0.20273255405408222
0.0,0.7897614865274342,0.2500190381054512,0.20273043870008267
0.0,0.7941248096574199,0.2500761466226131,0.20272409317506498
0.0,0.7984881327874057,0.2501713081556783,0.20271351908992108
0.0,0.8028514559173916,0.250304493717522,0.20269871912930099
0.0,0.8072147790473774,0.2504756627385319,0.20267969705135808
0.0,0.8115781021773633,0.25068476307896587,0.20265645768739138
0.0,0.815941425307349,0.2509317310448348,0.20262900694138514
0.0,0.8203047484373349,0.2512164914073038,0.2025973517894445
0.0,0.8246680715673207,0.25153895742560783,0.20256150027912656
0.0,0.8290313946973066,0.25189903087347404,0.2025214615286658
0.0,0.8333947178272924,0.25229660206904203,0.20247724572609244
0.0,0.8377580409572782,0.2527315499082744,0.20242886412824318
0.0,0.842121364087264,0.25320374190184564,0.20237632905966166
0.0,0.8464846872172498,0.25371303421550034,0.2023196539113883
0.0,0.8508480103472357,0.2542592717138664,0.20225885313963665
0.0,0.8552113334772214,0.25484228800771014,0.202193942264355
0.0,0.8595746566072073,0.25546190550462056,0.20212493786767083
0.0,0.8639379797371931,0.2561179354631058,0.20205185759221617
0.0,0.868301302867179,0.25681017805008544,0.2019747201393311
0.0,0.8726646259971648,0.25753842240176145,0.20189354526714334
0.0,0.8770279491271507,0.25830244668784985,0.20180835378852086
0.0,0.8813912722571364,0.25910201817915157,0.20171916756889485
0.0,0.8857545953871222,0.25993689331844494,0.20162600952395043
0.0,0.8901179185171081,0.26080681779467496,0.20152890361718134
0.0,0.8944812416470939,0.26171152662041886,0.20142787485730607
0.0,0.8988445647770797,0.26265074421260415,0.2013229492955418
0.0,0.9032078879070655,0.2636241844764541,0.20121415402273266
0.0,0.9075712110370514,0.2646315508926341,0.2011015171663287
0.0,0.9119345341670372,0.26567253660757556,0.200985067887212
0.0,0.9162978572970231,0.2667468245269453,0.20086483637636587
0.0,0.9206611804270088,0.26785408741223593,0.20074085385138332
0.0,0.9250245035569946,0.26899398798044677,0.20061315255281098
0.0,0.9293878266869805,0.27016617900682205,0.20048176574032328
0.0,0.9337511498169663,0.27137030343061974,0.2003467276887242
0.0,0.9381144729469522,0.2726059944638761,0.20020807368377055
0.0,0.9424777960769379,0.27387287570313157,0.20006584001781327
0.0,0.9468411192069238,0.2751705612440884,0.19992006398525236
0.0,0.9512044423369096,0.2764986557991598,0.19977078387779934
0.0,0.9555677654668955,0.27785675481787864,0.19961803897954428
0.0,0.9599310885968813,0.2792444446101277,0.19946186956182135
0.0,0.964294411726867,0.2806613024721536,0.19930231687786804
0.0,0.9686577348568529,0.2821068968153258,0.19913942315727357
0.0,0.9730210579868387,0.2835807872976037,0.19897323160021124
0.0,0.9773843811168246,0.2850825249576686,0.19880378637144902
0.0,0.9817477042468103,0.2866116523516816,0.19863113259413379
0.0,0.9861110273767962,0.28816770369262534,0.19845531634334385
0.0,0.990474350506782,0.2897502049921878,0.19827638463940453
0.0,0.9948376736367679,0.2913586742051428,0.19809438544096075
0.0,0.9992009967667537,0.29299262137618654,0.19790936763780237
0.0,1.0035643198967394,0.29465154878918265,0.19772138104343653
0.0,1.0079276430267252,0.2963349511187703,0.19753047638740023
0.0,1.0122909661567112,0.2980423155842929,0.19733670530731046
0.0,1.016654289286697,0.29977312210599405,0.19714012034064365
0.0,1.0210176124166828,0.30152684346344094,0.19694077491624098
0.0,1.0253809355466685,0.30330294545611924,0.19673872334553277
